movie_title,genres,duration,content_rating,budget,imdb_score
RoboCop 3,Action|Crime|Sci-Fi|Thriller,104,PG-13,23500000,3.9
Megiddo: The Omega Code 2,Action|Adventure|Fantasy|Sci-Fi|Thriller,104,PG-13,22000000,4.1
Darling Lili,Comedy|Drama|Musical|Romance|War,143,G,25000000,6.2
Dudley Do-Right,Comedy|Family|Romance,77,PG,22000000,3.8
The Transporter Refueled,Action|Crime|Thriller,96,PG-13,25000000,5.1
Black Book,Drama|Thriller|War,145,R,21000000,7.8
Joyeux Noel,Drama|History|Music|Romance|War,116,PG-13,22000000,7.8
Hit and Run,Action|Comedy|Romance,100,R,2000000,6.1
Mad Money,Comedy|Crime|Thriller,104,PG-13,22000000,5.8
Before I Go to Sleep,Drama|Mystery|Thriller,92,R,22000000,6.3
Sorcerer,Adventure|Drama|Thriller,92,PG,12000000,7.7
Stone,Drama|Thriller,105,R,22000000,5.4
Molière,Comedy|History,120,PG-13,16000000,7.3
Out of the Furnace,Crime|Drama|Thriller,116,R,22000000,6.8
Michael Clayton,Crime|Drama|Mystery|Thriller,119,R,25000000,7.3
My Fellow Americans,Adventure|Comedy,101,PG-13,21500000,6.5
Arlington Road,Crime|Drama|Thriller,117,R,21500000,7.2
Underdogs,Adventure|Animation|Family|Sport,106,PG,22000000,6.7
To Rome with Love,Comedy|Romance,112,R,17000000,6.3
Firefox,Action|Adventure|Thriller,136,PG,21000000,5.9
South Park: Bigger Longer & Uncut,Animation|Comedy|Fantasy|Musical,81,R,21000000,7.8
Death at a Funeral,Comedy,87,R,9000000,7.4
Teenage Mutant Ninja Turtles III,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,96,PG,17000000,4.8
Hardball,Drama|Sport,106,PG-13,21000000,6.3
Silver Linings Playbook,Comedy|Drama|Romance,122,R,21000000,7.8
Freedom Writers,Biography|Crime|Drama,123,PG-13,21000000,7.5
The Transporter,Action|Crime|Thriller,92,PG-13,21000000,6.8
Never Back Down,Action|Drama|Sport,110,PG-13,20000000,6.6
The Rage: Carrie 2,Horror|Sci-Fi|Thriller,104,R,21000000,4.6
Away We Go,Comedy|Drama|Romance,98,R,17000000,7.1
Swing Vote,Comedy|Drama,120,PG-13,21000000,6.1
Moonlight Mile,Drama|Romance,112,PG-13,21000000,6.7
Tinker Tailor Soldier Spy,Drama|Mystery|Thriller,127,R,20000000,7.1
Molly,Comedy|Drama|Romance,102,PG-13,21000000,5.8
The Beaver,Drama,91,PG-13,21000000,6.7
The Best Little Whorehouse in Texas,Comedy|Musical,114,R,35000000,5.8
eXistenZ,Horror|Sci-Fi|Thriller,115,R,31000000,6.8
Raiders of the Lost Ark,Action|Adventure,115,PG,18000000,8.5
Home Alone 2: Lost in New York,Adventure|Comedy|Family,120,PG,18000000,6.6
Close Encounters of the Third Kind,Drama|Sci-Fi,135,PG,19400870,7.7
Pulse,Drama|Horror|Sci-Fi|Thriller,90,PG-13,20000000,4.7
Beverly Hills Cop II,Action|Comedy|Crime|Thriller,100,R,28000000,6.4
Bringing Down the House,Comedy,105,PG-13,33000000,5.5
The Silence of the Lambs,Crime|Drama|Horror|Thriller,138,R,19000000,8.6
Wayne's World,Comedy|Music,94,PG-13,20000000,7
Jackass 3D,Action|Comedy|Documentary,101,R,20000000,7.1
Jaws 2,Adventure|Horror|Thriller,131,PG,20000000,5.7
Beverly Hills Chihuahua,Adventure|Comedy|Drama|Family|Romance,91,PG,20000000,3.7
The Conjuring,Horror|Mystery|Thriller,112,R,20000000,7.5
Are We There Yet?,Adventure|Comedy|Family|Romance,95,PG,32000000,4.6
Tammy,Comedy,100,R,20000000,4.9
Disturbia,Drama|Mystery|Thriller,105,PG-13,20000000,6.9
School of Rock,Comedy|Music,108,PG-13,35000000,7.1
Mortal Kombat,Action|Adventure|Fantasy|Sci-Fi|Thriller,101,PG-13,18000000,5.8
Wicker Park,Drama|Mystery|Romance|Thriller,114,PG-13,30000000,7
White Chicks,Comedy|Crime,109,PG-13,37000000,5.4
The Descendants,Comedy|Drama,115,R,20000000,7.3
Holes,Adventure|Comedy|Drama|Family|Mystery,117,PG,20000000,7.1
The Last Song,Drama|Family|Music|Romance,107,PG,20000000,5.8
12 Years a Slave,Biography|Drama|History,134,R,20000000,8.1
Drumline,Comedy|Drama|Music|Romance,118,PG-13,20000000,5.7
Why Did I Get Married Too?,Comedy|Drama|Romance,121,PG-13,20000000,4.4
Edward Scissorhands,Fantasy|Romance,105,PG-13,20000000,7.9
Me Before You,Drama|Romance,110,PG-13,20000000,7.6
Madea's Witness Protection,Comedy|Crime|Drama,114,PG-13,20000000,4.8
The French Connection,Action|Crime|Drama|Thriller,104,R,1800000,7.8
Bad Moms,Comedy,100,R,20000000,6.7
Date Movie,Comedy|Romance,85,PG-13,20000000,2.7
Return to Never Land,Adventure|Animation|Family|Fantasy,72,G,20000000,5.8
Selma,Biography|Drama|History,128,PG-13,20000000,7.5
The Jungle Book 2,Adventure|Animation|Family|Musical,72,G,20000000,5.4
Boogeyman,Drama|Horror|Mystery|Thriller,89,PG-13,20000000,4.1
Premonition,Drama|Mystery|Thriller,96,PG-13,20000000,5.9
The Tigger Movie,Animation|Comedy|Drama|Family|Musical,77,G,30000000,6.3
Max,Adventure|Family,111,PG,20000000,6.8
Epic Movie,Adventure|Comedy,93,PG-13,20000000,2.3
Conan the Barbarian,Adventure|Fantasy,129,R,20000000,6.9
Spotlight,Biography|Crime|Drama|History,128,R,20000000,8.1
Lakeview Terrace,Crime|Drama|Thriller,110,PG-13,22000000,6.1
The Grudge 2,Horror|Thriller,137,PG-13,20000000,5
How Stella Got Her Groove Back,Comedy|Drama|Romance,124,R,20000000,5.5
Bill & Ted's Bogus Journey,Adventure|Comedy|Fantasy|Music|Sci-Fi,93,PG,20000000,6.2
Man of the Year,Comedy|Drama|Romance|Thriller,115,PG-13,20000000,6.2
The Black Hole,Action|Sci-Fi,98,PG,20000000,5.9
The American,Crime|Drama|Thriller,105,R,20000000,6.3
Selena,Biography|Drama|Music,127,PG,20000000,6.7
Vampires Suck,Comedy,82,PG-13,20000000,3.5
Babel,Drama,143,R,25000000,7.5
This Is Where I Leave You,Comedy|Drama,103,R,19800000,6.6
Doubt,Drama|Mystery,104,PG-13,20000000,7.5
Team America: World Police,Action|Comedy,98,R,30000000,7.2
Texas Chainsaw 3D,Horror|Thriller,92,R,11000000,4.8
Copycat,Crime|Drama|Mystery|Thriller,123,R,20000000,6.6
Scary Movie 5,Comedy,88,PG-13,20000000,3.5
Paint Your Wagon,Comedy|Drama|Musical|Romance|Western,158,PG-13,20000000,6.7
Milk,Biography|Drama|History,128,R,20000000,7.6
Risen,Action|Adventure|Drama|Mystery,107,PG-13,20000000,6.3
Ghost Ship,Horror,91,R,35000000,5.5
A Very Harold & Kumar 3D Christmas,Adventure|Comedy,90,R,19000000,6.3
Wild Things,Crime|Drama|Mystery|Thriller,115,R,20000000,6.5
The Debt,Drama|Thriller,113,R,20000000,6.9
High Fidelity,Comedy|Drama|Music|Romance,113,R,20000000,7.6
One Missed Call,Horror|Mystery,87,PG-13,27000000,3.9
Eye for an Eye,Crime|Drama|Thriller,101,R,20000000,6.1
The Bank Job,Crime|Drama|Romance|Thriller,111,R,20000000,7.3
Eternal Sunshine of the Spotless Mind,Drama|Fantasy|Romance|Sci-Fi,108,R,20000000,8.3
You Again,Comedy|Family|Romance,105,PG,20000000,5.8
Street Kings,Action|Crime|Drama|Thriller,109,R,20000000,6.8
The World's End,Action|Comedy|Sci-Fi,109,R,20000000,7
Nancy Drew,Comedy|Crime|Family|Mystery|Romance|Thriller,99,PG,20000000,5.9
Daybreakers,Action|Horror|Sci-Fi|Thriller,98,R,20000000,6.5
She's Out of My League,Comedy|Romance,104,R,20000000,6.4
Monte Carlo,Adventure|Comedy|Family|Romance,109,PG,20000000,5.8
Stay Alive,Horror|Thriller,75,PG-13,9000000,5.1
Quigley Down Under,Action|Adventure|Drama|Romance|Western,119,PG-13,20000000,6.8
Alpha and Omega,Adventure|Animation|Comedy|Family|Romance,90,PG,20000000,5.3
The Covenant,Action|Fantasy|Horror|Thriller,97,PG-13,20000000,5.3
Shorts,Comedy|Family|Fantasy,89,PG,40000000,4.9
To Die For,Comedy|Crime|Drama,106,R,20000000,6.8
Nerve,Adventure|Crime|Mystery|Sci-Fi|Thriller,96,PG-13,20000000,7.1
Vampires,Action|Horror|Thriller,104,R,20000000,6.1
Psycho,Horror|Mystery|Thriller,108,R,806947,8.5
My Best Friend's Girl,Comedy|Romance,112,R,40000000,5.9
Endless Love,Drama|Romance,104,PG-13,20000000,6.3
Georgia Rule,Comedy|Drama,113,R,20000000,5.9
Under the Rainbow,Comedy,98,PG,20000000,5.4
Ladyhawke,Adventure|Comedy|Drama|Fantasy,121,PG-13,20000000,7
Simon Birch,Comedy|Drama|Family,114,PG,30000000,6.9
Reign Over Me,Drama,124,R,20000000,7.5
Into the Wild,Adventure|Biography|Drama,148,R,15000000,8.2
School for Scoundrels,Comedy,108,PG-13,20000000,5.9
Silent Hill: Revelation 3D,Adventure|Drama|Horror|Mystery|Thriller,95,R,20000000,5
From Dusk Till Dawn,Crime|Fantasy|Horror,108,R,19000000,7.3
Pooh's Heffalump Movie,Animation|Family|Fantasy|Mystery,68,G,20000000,6.4
Home for the Holidays,Comedy|Drama|Romance,103,PG-13,20000000,6.6
Kung Fu Hustle,Action|Comedy|Crime|Fantasy,99,R,20000000,7.8
The Country Bears,Comedy|Family|Music|Musical,88,G,35000000,4
The Kite Runner,Drama,128,PG-13,20000000,7.6
21 Grams,Drama,124,R,20000000,7.7
Paparazzi,Action|Crime|Drama|Thriller,84,PG-13,20000000,5.8
Twilight,Drama|Fantasy|Romance,122,PG-13,37000000,5.2
A Guy Thing,Comedy|Romance,101,PG-13,20000000,5.6
Loser,Comedy|Romance,98,PG-13,20000000,5.3
The Greatest Story Ever Told,Biography|Drama|History,225,G,20000000,6.6
Secret in Their Eyes,Crime|Drama|Mystery|Thriller,111,PG-13,19500000,6.2
Disaster Movie,Comedy,88,PG-13,25000000,1.9
Armored,Action|Crime|Thriller,88,PG-13,27000000,5.7
The Man Who Knew Too Little,Action|Comedy|Crime|Thriller,94,PG,20000000,6.6
What's Your Number?,Comedy|Romance,117,R,20000000,6
Lockout,Action|Adventure|Sci-Fi|Thriller,95,PG-13,20000000,6.1
Envy,Comedy,99,PG-13,40000000,4.8
Crank: High Voltage,Action|Crime|Sci-Fi|Thriller,96,R,20000000,6.2
Bullets Over Broadway,Comedy|Crime,98,R,20000000,7.5
One Night with the King,Biography|Drama|History,123,PG,20000000,6.3
The Quiet American,Drama|Mystery|Romance|Thriller|War,101,R,30000000,7.1
The Weather Man,Comedy|Drama,102,R,22000000,6.6
Undisputed,Action|Crime|Drama|Sport,94,R,20000000,6.1
Ghost Town,Comedy|Drama|Fantasy|Romance,102,PG-13,20000000,6.7
12 Rounds,Action|Crime|Thriller,108,PG-13,22000000,5.6
Let Me In,Drama|Fantasy|Horror|Mystery,116,R,20000000,7.2
3 Ninjas Kick Back,Action|Comedy|Family,93,PG,20000000,4.3
Be Kind Rewind,Comedy,102,PG-13,20000000,6.4
Mrs Henderson Presents,Comedy|Drama|Music|War,103,R,20000000,7.1
Triple 9,Action|Crime|Drama|Thriller,115,R,20000000,6.3
Deconstructing Harry,Comedy,96,R,20000000,7.4
Three to Tango,Comedy|Romance,98,PG-13,20000000,6.1
Burnt,Comedy|Drama,101,R,20000000,6.6
We're No Angels,Comedy|Crime,106,PG-13,20000000,6
Everyone Says I Love You,Comedy|Musical|Romance,101,R,20000000,6.8
Death at a Funeral,Comedy,87,R,9000000,7.4
Death Sentence,Action|Crime|Thriller,111,R,20000000,6.8
Everybody's Fine,Adventure|Drama,99,PG-13,21000000,7.2
Superbabies: Baby Geniuses 2,Comedy|Family|Sci-Fi,88,PG,20000000,1.9
The Man,Action|Comedy|Crime,83,PG-13,33000000,5.5
Code Name: The Cleaner,Action|Comedy|Crime,91,PG-13,20000000,4.5
Connie and Carla,Comedy|Crime|Music,108,PG-13,20000000,6.3
Sweet Charity,Comedy|Drama|Music|Musical|Romance,154,G,20000000,7
Inherent Vice,Comedy|Crime|Drama|Mystery|Romance,148,R,20000000,6.7
Doogal,Adventure|Animation|Comedy|Family|Fantasy,77,G,20000000,2.8
Battle of the Year,Drama|Music,110,PG-13,20000000,5
An American Carol,Comedy|Fantasy,83,PG-13,12000000,4.3
Machete Kills,Action|Comedy|Crime|Thriller,107,R,20000000,5.6
Willard,Drama|Horror|Sci-Fi|Thriller,100,PG-13,22000000,6.2
Strange Wilderness,Adventure|Comedy,87,R,20000000,5.3
Topsy-Turvy,Biography|Comedy|Drama|History|Music|Musical,154,R,10000000,7.4
Little Boy,Drama|War,106,PG-13,20000000,7.4
A Dangerous Method,Biography|Drama|Thriller,99,R,15000000,6.5
A Scanner Darkly,Animation|Drama|Mystery|Sci-Fi|Thriller,100,R,8700000,7.1
Chasing Mavericks,Biography|Drama|Sport,116,PG,20000000,7.2
Alone in the Dark,Horror|Sci-Fi,94,R,20000000,2.3
Bandslam,Comedy|Drama|Family|Music|Romance,111,PG,20000000,6.4
Birth,Drama|Mystery|Romance|Thriller,100,R,20000000,6.1
A Most Violent Year,Action|Crime|Drama|Thriller,125,R,20000000,7
Passchendaele,Drama|History|Romance|War,114,R,20000000,6.5
Flash of Genius,Biography|Drama,119,PG-13,20000000,7
I'm Not There.,Biography|Drama|Music,135,R,20000000,7
The Cold Light of Day,Action|Thriller,93,PG-13,20000000,4.9
The Brothers Bloom,Adventure|Comedy|Drama|Romance,114,PG-13,20000000,6.9
"Synecdoche, New York ",Comedy|Drama|Romance,124,R,21000000,7.5
Princess Mononoke,Adventure|Animation|Fantasy,134,PG-13,2400000000,8.4
Bon voyage,Comedy|Drama|Mystery|Romance|Thriller|War,114,PG-13,20000000,6.9
Can't Stop the Music,Biography|Comedy|Musical,124,PG,20000000,4.5
The Proposition,Crime|Drama|Western,104,R,2000000,7.4
Courage,Biography|Drama|Sport,118,PG,20000000,7
Marci X,Comedy|Music,80,R,20000000,2.8
Equilibrium,Action|Drama|Sci-Fi|Thriller,107,R,20000000,7.5
The Children of Huang Shi,Drama|War,125,R,40000000,7.1
The Yards,Crime|Drama|Romance|Thriller,115,R,24000000,6.4
The Oogieloves in the Big Balloon Adventure,Adventure|Family|Fantasy|Musical,88,G,20000000,6.7
By the Sea,Drama|Romance,122,R,10000000,5.3
Steamboy,Action|Adventure|Animation|Family|Sci-Fi|Thriller,103,PG-13,2127519898,6.9
The Game of Their Lives,Drama|History|Sport,101,PG,20000000,6.2
Rapa Nui,Action|Adventure|Drama|History|Romance,107,R,20000000,6.4
Dylan Dog: Dead of Night,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,107,PG-13,20000000,5.1
People I Know,Crime|Drama|Mystery,100,R,22000000,5.5
The Tempest,Comedy|Drama|Fantasy|Romance,110,PG-13,20000000,5.4
Three Kingdoms: Resurrection of the Dragon,Action|Drama|History|War,102,R,25000000,6.2
Shattered,Crime|Drama|Thriller,98,R,20000000,6.7
Zambezia,Adventure|Animation|Comedy|Family,83,G,20000000,5.8
Dwegons and Leprechauns,Animation,98,PG,20000000,4.8
Hands of Stone,Action|Biography|Drama|Sport,105,R,20000000,7.2
Survivor,Action|Crime|Thriller,96,PG-13,20000000,5.6
The Frozen Ground,Crime|Drama|Mystery|Thriller,105,R,27220000,6.4
The Painted Veil,Drama|Romance,125,PG-13,19400000,7.5
The Baader Meinhof Complex,Action|Biography|Crime|Drama,184,R,20000000,7.4
Dances with Wolves,Adventure|Drama|Western,236,PG-13,22000000,8
Bad Teacher,Comedy,97,R,20000000,5.7
Sea of Love,Crime|Drama|Mystery|Thriller,113,R,19000000,6.8
A Cinderella Story,Comedy|Family|Romance,95,PG,20000000,5.9
Scream,Horror|Mystery,103,R,15000000,7.2
Thir13en Ghosts,Horror,91,R,20000000,5.5
The Shining,Drama|Horror,146,R,19000000,8.4
Back to the Future,Adventure|Comedy|Sci-Fi,116,PG,19000000,8.5
House on Haunted Hill,Horror|Mystery|Thriller,93,R,19000000,5.6
I Can Do Bad All by Myself,Comedy|Drama,113,PG-13,13000000,4.1
The Switch,Comedy|Drama|Romance,101,PG-13,19000000,6.1
Just Married,Comedy|Romance,95,PG-13,18000000,5.4
The Devil's Double,Biography|Drama|Thriller,109,R,15000000,7.1
Thomas and the Magic Railroad,Adventure|Comedy|Drama|Family|Fantasy,85,G,19000000,3.6
The Crazies,Horror|Thriller,101,R,20000000,6.5
Spirited Away,Adventure|Animation|Family|Fantasy,125,PG,19000000,8.6
The Bounty,Action|Adventure|Drama|History|Romance,132,PG,25000000,7
The Book Thief,Drama|War,131,PG-13,19000000,7.6
Sex Drive,Adventure|Comedy|Romance,129,R,19000000,6.5
Leap Year,Comedy|Romance,100,PG,19000000,6.4
The Fall of the Roman Empire,Drama|History|War,172,Approved,19000000,6.7
Take Me Home Tonight,Comedy|Drama|Romance,97,R,23000000,6.3
The Nutcracker,Family|Fantasy|Music,92,G,19000000,5.7
Kansas City,Crime|Drama|Music|Thriller,116,R,19000000,6.3
The Amityville Horror,Drama|Horror|Mystery|Thriller,90,R,19000000,6
Adaptation.,Comedy|Drama,81,R,19000000,7.7
Land of the Dead,Horror,97,R,15000000,6.2
Fear and Loathing in Las Vegas,Adventure|Comedy|Drama,118,R,18500000,7.7
The Invention of Lying,Comedy|Fantasy|Romance,100,PG-13,18500000,6.4
Neighbors,Comedy,97,R,18000000,6.4
The Mask,Action|Comedy|Crime|Fantasy,114,PG-13,18000000,6.9
Big,Comedy|Drama|Family|Fantasy|Romance,130,PG,18000000,7.3
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,82,R,18000000,7.3
Legally Blonde,Comedy|Romance,96,PG-13,18000000,6.2
Star Trek III: The Search for Spock,Action|Adventure|Sci-Fi,105,PG,17000000,6.6
The Exorcism of Emily Rose,Drama|Horror|Thriller,122,PG-13,20000000,6.7
Deuce Bigalow: Male Gigolo,Comedy|Romance,88,R,17000000,5.7
Left Behind,Action|Drama|Fantasy|Mystery|Thriller,110,PG-13,16000000,3.1
The Family Stone,Comedy|Drama|Romance,103,PG-13,17000000,6.3
Barbershop 2: Back in Business,Comedy|Drama,106,PG-13,18000000,5.7
Bad Santa,Comedy|Crime|Drama,98,R,18000000,7.1
Austin Powers: International Man of Mystery,Comedy|Crime,68,PG-13,17000000,7
My Big Fat Greek Wedding 2,Comedy|Family|Romance,94,PG-13,18000000,6.1
Diary of a Wimpy Kid: Rodrick Rules,Comedy|Family,99,PG,21000000,6.6
Predator,Action|Horror|Sci-Fi,107,R,15000000,7.8
Amadeus,Biography|Drama|History|Music,180,R,18000000,8.3
Prom Night,Horror|Mystery,89,PG-13,20000000,3.9
Mean Girls,Comedy,97,PG-13,17000000,7
Under the Tuscan Sun,Comedy|Drama|Romance,113,PG-13,18000000,6.7
Gosford Park,Drama|Mystery,131,R,19800000,7.3
Peggy Sue Got Married,Comedy|Drama|Fantasy|Romance,103,PG-13,18000000,6.3
Birdman or (The Unexpected Virtue of Ignorance),Comedy|Drama|Romance,119,R,18000000,7.8
Blue Jasmine,Drama,98,PG-13,18000000,7.3
United 93,Drama|History|Thriller,111,R,15000000,7.6
Honey,Drama|Music|Romance,94,PG-13,25000000,5.3
Glory,Drama|History|War,122,R,18000000,7.9
Spy Hard,Action|Comedy,81,PG-13,18000000,5.3
The Fog,Fantasy|Horror,89,R,1000000,6.8
Soul Surfer,Biography|Drama|Family|Sport,106,PG,18000000,7.1
Catch-22,Comedy|Drama|War,122,R,18000000,7.2
Observe and Report,Comedy|Crime|Drama,86,R,18000000,5.8
Conan the Destroyer,Action|Adventure|Fantasy,103,PG,18000000,5.8
Raging Bull,Biography|Drama|Sport,121,R,18000000,8.3
Love Happens,Drama|Romance,109,PG-13,18000000,5.6
Young Sherlock Holmes,Adventure|Fantasy|Mystery|Thriller,109,PG-13,18000000,6.8
Fame,Comedy|Drama|Musical|Romance,123,PG,18000000,5
127 Hours,Adventure|Biography|Drama|Thriller,94,R,18000000,7.6
Small Time Crooks,Comedy|Crime,94,PG,18000000,6.7
Center Stage,Drama|Music|Romance,115,PG-13,18000000,6.7
Love the Coopers,Comedy,107,PG-13,17000000,5.7
Catch That Kid,Comedy|Crime,91,PG,18000000,5.2
Life as a House,Drama,125,R,18000000,7.5
Steve Jobs,Biography|Drama,122,R,30000000,7.2
"I Love You, Beth Cooper ",Comedy|Romance,102,PG-13,18000000,5.3
Youth in Revolt,Comedy|Drama|Romance,90,R,18000000,6.5
The Legend of the Lone Ranger,Action|Adventure|Western,98,PG,18000000,5
The Tailor of Panama,Drama|Thriller,109,R,18000000,6.1
Blow Out,Mystery|Thriller,107,R,18000000,7.4
Getaway,Action|Crime|Thriller,90,PG-13,18000000,4.4
The Ice Storm,Drama,112,R,18000000,7.5
And So It Goes,Comedy|Drama|Romance,94,PG-13,18000000,5.7
Troop Beverly Hills,Adventure|Comedy,105,PG,18000000,5.5
Being Julia,Comedy|Drama|Romance,104,R,18000000,7.1
9½ Weeks,Drama|Romance,112,R,17000000,5.9
Dragonslayer,Action|Adventure|Fantasy,108,PG,18000000,6.7
The Last Station,Biography|Drama|Romance,112,R,13000000,7
Ed Wood,Biography|Comedy|Drama,127,R,18000000,7.9
Labor Day,Drama,111,PG-13,18000000,6.9
Mongol: The Rise of Genghis Khan,Adventure|Biography|Drama|History|War,126,R,20000000,7.3
RocknRolla,Action|Crime|Thriller,114,R,18000000,7.3
Megaforce,Action|Sci-Fi,99,PG,20000000,3.5
Hamlet,Drama,150,PG-13,18000000,7.8
Midnight Special,Adventure|Drama|Sci-Fi|Thriller,112,PG-13,18000000,6.7
Anything Else,Comedy|Romance,108,R,18000000,6.4
The Railway Man,Biography|Drama|Romance|War,116,R,18000000,7.1
The White Ribbon,Drama|Mystery,144,R,12000000,7.8
The Wraith,Action|Horror|Romance|Sci-Fi|Thriller,93,R,2700000,5.9
The Salton Sea,Crime|Drama|Mystery|Thriller,103,R,18000000,7.2
The Informers,Crime|Drama|Thriller,98,R,18000000,5.1
I Come with the Rain,Thriller,114,Not Rated,18000000,5.5
One Man's Hero,Action|Drama|History|Romance|War|Western,121,R,11350000,6.2
Day of the Dead,Horror,87,Unrated,3500000,7.2
I Am Wrath,Action|Crime|Drama|Thriller,92,R,18000000,5.2
Renaissance,Action|Animation|Sci-Fi|Thriller,105,R,14000000,6.7
Forsaken,Drama|Western,90,R,11000000,6.3
Red Sonja,Action|Adventure|Fantasy,89,PG-13,17900000,5
Red Lights,Drama|Horror|Mystery|Thriller,114,R,14000000,6.2
Superbad,Comedy,119,R,20000000,7.6
Wolves,Action|Horror,91,R,18000000,5.3
Step Up 2: The Streets,Drama|Music|Musical|Romance,98,PG-13,23000000,6.2
Hoodwinked!,Action|Animation|Comedy|Crime|Family,80,PG,17500000,6.5
Hotel Rwanda,Drama|History|War,121,PG-13,17500000,8.1
Hitman,Action|Crime|Drama|Thriller,94,R,24000000,6.3
Black Nativity,Drama|Family|Music|Musical,93,PG,17500000,4.4
The Prince,Action|Thriller,93,R,18000000,4.6
City of Ghosts,Crime|Drama|Thriller,116,R,17500000,6
The Others,Fantasy|Horror|Thriller,101,PG-13,17000000,7.6
Aliens,Action|Adventure|Sci-Fi,154,R,18500000,8.4
My Fair Lady,Drama|Family|Musical|Romance,170,Approved,17000000,7.9
I Know What You Did Last Summer,Horror|Mystery|Thriller,99,R,17000000,5.6
Let's Be Cops,Comedy,104,R,17000000,6.5
Sideways,Adventure|Comedy|Drama|Romance,126,R,12000000,7.5
Beerfest,Comedy,110,R,17500000,6.3
Halloween,Horror|Thriller,101,R,300000,7.9
Hero,Action|Adventure|History,80,PG-13,31000000,7.9
Good Boy!,Comedy|Drama|Family|Fantasy|Sci-Fi,87,PG,17000000,5.1
The Best Man Holiday,Comedy|Drama,123,R,17000000,6.7
Smokin' Aces,Action|Crime|Drama|Thriller,109,R,17000000,6.7
Saw 3D: The Final Chapter,Horror|Mystery,90,R,20000000,5.6
40 Days and 40 Nights,Comedy|Romance,96,R,17000000,5.6
TRON: Legacy,Action|Adventure|Sci-Fi,125,PG,170000000,6.8
A Night at the Roxbury,Comedy|Music|Romance,82,PG-13,17000000,6.2
Beastly,Drama|Fantasy|Romance,86,PG-13,17000000,5.6
The Hills Have Eyes,Horror,108,R,15000000,6.4
Dickie Roberts: Former Child Star,Comedy,98,PG-13,17000000,5.6
"McFarland, USA ",Biography|Drama|Sport,129,PG,17000000,7.4
Pitch Perfect,Comedy|Music|Romance,112,PG-13,17000000,7.2
Summer Catch,Comedy|Drama|Romance|Sport,108,PG-13,34000000,4.9
A Simple Plan,Crime|Drama|Thriller,121,R,17000000,7.5
They,Horror|Mystery|Thriller,89,PG-13,17000000,4.8
Larry the Cable Guy: Health Inspector,Comedy|Romance,89,PG-13,4000000,3.1
The Adventures of Elmo in Grouchland,Adventure|Comedy|Family|Fantasy|Musical,73,G,17000000,5.8
Brooklyn's Finest,Crime|Drama|Thriller,132,R,17000000,6.7
55 Days at Peking,Action|Adventure|Drama|History|War,154,Unrated,9000000,6.8
Evil Dead,Horror,96,R,17000000,6.5
My Life in Ruins,Comedy|Romance,98,PG-13,17000000,5.9
American Dreamz,Comedy|Music,107,PG-13,19000000,5.5
Superman IV: The Quest for Peace,Action|Adventure|Family|Sci-Fi,134,PG,17000000,3.6
Running Scared,Action|Crime|Drama|Thriller,122,R,17000000,7.4
Shanghai Surprise,Adventure|Crime|Drama|Romance,97,PG-13,17000000,3
The Illusionist,Drama|Mystery|Romance|Thriller,110,PG-13,16000000,7.6
Roar,Adventure|Horror|Thriller,102,PG,17000000,6.4
Veronica Guerin,Biography|Crime|Drama|Thriller,98,R,17000000,6.9
Escobar: Paradise Lost,Crime|Drama|Romance|Thriller,120,R,17000000,6.6
Southland Tales,Comedy|Mystery|Sci-Fi|Thriller,160,R,17000000,5.5
Dragon Hunters,Adventure|Animation|Family|Fantasy,80,PG,11000000,6.6
Damnation Alley,Sci-Fi,91,PG,17000000,5.2
The Apparition,Horror|Thriller,83,PG-13,17000000,4.1
My Girl,Comedy|Drama|Family|Romance,102,PG-13,16500000,6.8
Fur: An Imaginary Portrait of Diane Arbus,Biography|Drama|Romance,122,R,16800000,6.5
The Illusionist,Drama|Mystery|Romance|Thriller,110,PG-13,16000000,7.6
Wall Street,Crime|Drama,126,R,15000000,7.4
Sense and Sensibility,Drama|Romance,136,PG,16500000,7.7
Becoming Jane,Biography|Drama|Romance,120,PG,16500000,7.1
Sydney White,Comedy|Romance,108,PG-13,16500000,6.3
House of Sand and Fog,Drama,126,R,15000000,7.6
Dead Poets Society,Comedy|Drama,128,PG,16400000,8
Dumb & Dumber,Comedy,113,PG-13,16000000,7.3
When Harry Met Sally...,Comedy|Drama|Romance,89,R,16000000,7.6
The Verdict,Drama,129,R,16000000,7.8
Road Trip,Comedy,94,R,15600000,6.5
Varsity Blues,Comedy|Drama|Romance|Sport,106,R,16000000,6.4
The Artist,Comedy|Drama|Romance,100,PG-13,15000000,8
The Unborn,Drama|Fantasy|Horror|Mystery|Thriller,89,PG-13,16000000,4.8
Moonrise Kingdom,Adventure|Comedy|Drama|Romance,94,PG-13,16000000,7.8
The Texas Chainsaw Massacre: The Beginning,Horror,83,R,16000000,5.9
The Young Messiah,Drama,111,PG-13,18500000,5.4
The Master of Disguise,Comedy|Family,80,PG,16000000,3.3
Pan's Labyrinth,Drama|Fantasy|War,112,R,13500000,8.2
See Spot Run,Action|Comedy|Crime|Family,94,PG,35000000,5.4
Baby Boy,Crime|Drama|Romance|Thriller,130,R,16000000,6.4
